Neighborhood,price,space
الصحافة,8500000,90000
الصحافة,3300000,75000
الصحافة,2900000,30000
الصحافة,2900000,30000
الصحافة,2500000,52000
الصحافة,1887780,43800
الصحافة,2453400,50001
الصحافة,6300000,90000
الصحافة,2290680,75600
الصحافة,949706,35000
الصفاء,783000,65250
الصفاء,750000,62500
الضباط,2200000,50000
الضباط,750000,34500
الضباط,700000,55200
الضباط,1850000,88942
العارض,3808000,136000
العارض,1400000,40000
العارض,1700000,30210
العارض,1650000,28000
العارض,1600000,28000
العارض,1750000,28000
العارض,1361980,28000
العارض,1398948,31800
العارض,1000000,40716
العارض,4000000,71604
العارض,1700000,27000
العارض,1350000,22500
العارض,1374545,28125
العارض,1181437,28125
العارض,1158782,28125
العارض,1048202,25000
العارض,1000000,25000
العارض,734929,21000
العارض,2050000,41600
العارض,1827473,20000
العارض,1827473,20000
العارض,1107216,28560
العارض,944703,36250
العارض,1169256,25363
العارض,1500000,20743
العارض,1450000,25000
العارض,1438581,29000
العارض,1307186,34800
العارض,1600000,38400
العارض,2300000,37600
العارض,250000,27600
العارض,250000,26572
العارض,1480661,56949
العارض,1480661,56949
العارض,1700000,27000
العارض,1500000,32400
العارض,2000000,32400
العارض,879995,21826
العارض,6000000,78480
العريجاء,750000,31250
العريجاء,950000,37500
العريجاء,1400000,103200
العريجاء,215000,40000
العريجاء,850000,40000
العريجاء,730000,40000
العريجاء,10000,40000
العريجاء,1513557,117330
العريجاء,840000,70000
العريجاء,700000,50000
العريجاء,250000,40000
العريجاء,909153,40000
العريجاء,200000,40000
العريجاء,960000,40000
العريجاء,400000,45265
العريجاء,515000,40000
العريجاء,790000,40000
العريجاء,500000,40000
العريجاء,618913,40000
العريجاء,300000,40000
العريجاء,701689,40000
العريجاء,900000,40000
العريجاء,640000,40000
العريجاء,278717,40000
العريجاء,700000,40000
العريجاء,160000,10000
العريجاء,750000,75000
العريجاء,1000000,70560
العريجاء,60000,15350
العزيزية,730000,45000
العزيزية,500000,40500
العزيزية,900000,35000
العزيزية,1370000,89550
العزيزية,400000,50000
العزيزية,75000,90000
العزيزية,400000,33000
العزيزية,950000,52500
العزيزية,820788,55000
العزيزية,1000000,25000
العزيزية,1000000,25000
العزيزية,1123000,32346
العزيزية,629380,22495
العزيزية,1000000,36000
العزيزية,1000000,96000
العزيزية,680000,42050
العزيزية,775600,55400
العزيزية,775600,55400
العزيزية,1000000,75000
العزيزية,300000,18900
العزيزية,800000,24600
العزيزية,300000,49200
العزيزية,650000,57500
العزيزية,650000,56000
العزيزية,670000,66406
العزيزية,500000,48000
العقيق,1231683,25000
العقيق,4000000,100000
العقيق,13650000,140000
العقيق,1076349,31250
العقيق,2310000,66000
العقيق,780000,31250
العقيق,1000000,41250
العقيق,2000000,29900
العقيق,3019500,99990
العقيق,10000000,75000
العقيق,654938,50000
العقيق,4500000,67106
العقيق,1500000,36134
العلا,140000,37500
العلا,165000,37500
العلا,125000,37500
العلا,160000,37500
العليا,1300000,50000
العليا,1500000,30000
العليا,406000,14500
العليا,406000,14500
العليا,957000,29000
العليا,794000,29000
العليا,957000,29000
العليا,1300000,47850
العليا,884250,33750
العليا,1550000,60000
العليا,5320000,140000
العليا,7000000,183000
العليا,1000000,26689
العليا,1800000,57000
العليا,1150000,19500
العليا,1550000,57200
العليا,3350000,50000
العوالي,1000000,43500
العوالي,1125000,27000
العوالي,900000,50000
العوالي,926379,22500
العوالي,600000,60000
العوالي,1000000,45000
العوالي,300000,60000
العوالي,1100000,33000
العوالي,879011,30304
العود,50000,7980
العود,305000,14359
العود,90000,9660
الغدير,80000000,450000
الغدير,2025000,37500
الغنامية,44000,16000
الغنامية,90000,14400
الغنامية,100000,15080
الغنامية,100000,65000
الغنامية,100000,25920
الغنامية,100000,25920
الغنامية,150000,41600
الغنامية,75000,32000
الغنامية,50000,60000
الغنامية,500000,298375
الغنامية,75000,35200
الفاخرية,950000,40013
الفاروق,1600000,90000
الفلاح,1450000,35000
الفلاح,3160000,80000
الفلاح,3080000,80000
الفلاح,2400000,52500
الفلاح,1515600,48888
الفلاح,1350000,30000
الفيحاء,995400,35000
الفيحاء,997500,35000
الفيصلية,1750000,128000
الفيصلية,50000,29400
الفيصلية,750000,80000
القادسية,1250000,31050
القادسية,10100,15000
القادسية,1240000,37500
القادسية,1000000,30000
القادسية,680000,40000
القادسية,1186029,28750
القادسية,950000,37500
القادسية,600000,75000
القادسية,896000,51244
القادسية,90000,90000
القادسية,1440000,90000
القادسية,1600000,37500
القادسية,1620000,37500
القادسية,682500,32500
القادسية,734227,60000
القادسية,1000000,60000
القادسية,96502464,51331098
القادسية,1670000,50000
القادسية,1100000,55000
القادسية,1200000,32500
القادسية,850000,34800
القادسية,1300000,38400
القادسية,1300000,28000
القادسية,1112955,33054
القادسية,755325,50355
القادسية,740000,32897
القدس,3000000,90000
القدس,1000000,45000
القدس,3100000,102000
القدس,2200000,90000
القدس,3800000,135000
القدس,3000000,90000
القدس,2300000,37500
القدس,2250000,37500
القدس,1200000,52500
القدس,2400000,37500
القدس,1685881,36000
القيروان,1840000,40000
القيروان,1840000,40000
القيروان,4112520,95640
القيروان,3600000,90000
القيروان,1551046,39267
القيروان,3397000,42000
القيروان,2350000,42000
القيروان,600000,40500
القيروان,2850000,31200
القيروان,1719900,35100
القيروان,1719900,35100
القيروان,1719900,35100
القيروان,1719900,35100
القيروان,1762240,33800
القيروان,2500000,49400
القيروان,1153435,35304
القيروان,1027552,24000
القيروان,1412925,31200
المؤتمرات,750000,80000
المحمدية,6100000,169605
المحمدية,5830000,110000
المحمدية,15300000,306000
المحمدية,850000,30000
المدينة الصناعية الج…,3360000,480000
المربع,784630,35665
المربع,2432586,101400
المربع,4572350,190594
المربع,5250000,250020
المربع,1200000,36400
المربع,10600000,453675
المرسلات,1425000,45000
المرسلات,1100000,36000
المرسلات,1239649,34500
المرسلات,1565000,85500
المرسلات,1425000,45000
المرسلات,1500000,57600
المرسلات,2700000,90000
المرسلات,2250000,75000
المرقب,1050000,17734
المرقب,2000000,28032
المروة,580000,36652
المروة,800000,57200
المروة,500000,77572
المروة,500000,77323
المروج,3300000,59800
المروج,2200000,62500
المروج,450000,36875
المروج,360000,50000
المروج,2500000,35100
المروج,2500000,64800
المشاعل,2236500,186375
المصانع,2200000,120000
المصانع,755000,37500
المصفاة,136000,40000
المصفاة,150000,40000
المصفاة,155000,40000
المصفاة,200000,40000
المصفاة,350000,90000
المصفاة,200000,42000
المصفاة,190000,59974
المصفاة,400000,59990
المصفاة,400000,59087
المصفاة,710000,263860
المصفاة,304181,46797
المصفاة,269737,41498
المصفاة,269737,41498
المصفاة,321053,42807
المصفاة,333405,44454
المصفاة,358984,52637
المصفاة,2300391,500085
المصفاة,2775525,603375
المصفاة,2600000,500000
المصفاة,2834750,488750
المصفاة,13000000,2000000
المصفاة,1831425,244190
المصفاة,450000,90000
المصفاة,450000,90000
المصيف,650000,19875
المصيف,1550000,43700
المصيف,907200,33600
المصيف,1260000,30000
المصيف,1890000,45000
المصيف,1260000,30000
المصيف,1500000,50000
المصيف,1000000,46000
المصيف,500000,31250
المعذر,1000000,20250
المعذر,3360000,84000
المعذر,11000000,245000
المعذر,8000000,150000
المعذر,34938,114239
المعذر,41112,122709
المعيزلية,400000,22100
المعيزلية,750000,22100
المعيزلية,500000,22100
المعيزلية,850000,52500
المعيزلية,750000,52500
المعيزلية,550000,36000
المعيزلية,1470000,36000
المعيزلية,1156608,43750
المعيزلية,1201851,33282
المغرزات,1950000,50000
المغرزات,2500000,81000
المغرزات,685000,26250
المغرزات,2475000,81000
المغرزات,2100000,60000
الملز,1000000,50000
الملز,1000000,50000
الملز,1350000,51975
الملز,800000,61830
الملز,1200000,59700
الملز,6300000,275960
الملز,600000,45000
الملز,1950000,62500
الملز,750000,19600
الملز,900000,45000
الملز,1280440,60000
الملز,2900000,60000
الملز,644000,32200
الملز,1250000,50000
الملز,3500000,75840
الملقا,2600000,52000
الملقا,4400000,44948
الملقا,2250000,45000
الملقا,8931720,182280
الملقا,2444857,40000
الملقا,3500000,40337
الملقا,4500000,41000
الملقا,4300000,41000
الملقا,2000000,28000
الملقا,10000000,152200
الملقا,2762500,55250
الملقا,1000000,87500
الملقا,1329772,39987
الملقا,5000000,50000
الملقا,4051250,87500
الملقا,4051250,87500
الملقا,2076000,43250
الملقا,250000,37500
الملقا,250000,37500
الملقا,250000,37500
الملقا,250000,37500
الملقا,2323800,46476
الملقا,2152050,43041
الملقا,2801344,50024
الملقا,4390904,78409
الملقا,2397152,52112
الملقا,2397152,52112
الملقا,2400832,52192
الملقا,2394346,52051
الملقا,2396692,52102
الملقا,5500000,82500
الملقا,6800000,70115
الملقا,13792428,265239
الملقا,4500000,56000
الملقا,8154374,177269
الملقا,6525000,75000
الملقا,3180000,60000
الملقا,2380000,29680
الملقا,12500000,118560
الملقا,6700000,73600
الملقا,4100000,51110
الملقا,4000000,43200
الملقا,1000000,44681
الملقا,2220000,60000
الملقا,2460500,66500
الملقا,2460500,66500
الملقا,2460500,66500
الملقا,2460500,66500
الملقا,2493750,66500
الملقا,2493750,66500
الملقا,2460500,66500
الملقا,2460500,66500
الملقا,5500000,135785
الملقا,6200000,67515
الملقا,7400000,100002
الملقا,6700000,80028
الملقا,4987500,87500
الملقا,2598750,52500
الملقا,2572500,52500
الملقا,2973395,65043
الملقا,2153810,47000
الملقا,2238095,47000
الملقا,2153810,47000
الملقا,2238095,47000
الملقا,2238095,47000
الملقا,2193333,47000
الملقا,2059047,47000
الملقا,2388214,46438
الملقا,2238095,47000
الملقا,2014285,47000
الملقا,4740000,94839
الملقا,3525774,83947
الملقا,2800000,70000
الملقا,2940000,70000
الملقا,4353750,96750
الملقا,4353750,96750
الملقا,32229360,805734
الملك عبد الله,1210000,48400
الملك عبد الله,1398000,55334
الملك عبد الله,971000,42240
الملك عبد الله,971000,42240
الملك عبد الله,971000,42240
الملك عبد الله,1300000,47516
الملك عبد الله,1674000,50125
الملك عبد الله,1601160,49956
الملك فهد,1500000,75000
الملك فهد,597600,56000
الملك فهد,1350000,47500
الملك فهد,1810000,51750
الملك فهد,1620529,39000
الملك فيصل,1490200,62500
المناخ,53000,18721
المناخ,400000,25000
المناخ,700000,62500
المناخ,4762180,238109
المنار,908319,62500
المنار,1100000,55000
المنار,2700000,108000
المنصورة,1440000,90000
المنصورة,400000,40000
المنصورة,1600000,43500
المنصورة,700000,84000
المهدية,235000,36000
المهدية,960000,40000
المهدية,1200000,90000
المهدية,1970000,45000
المهدية,320000,40000
المهدية,1000000,40000
المهدية,740000,35938
المهدية,740000,35938
المهدية,915000,37500
المهدية,1550000,90000
المهدية,757816,31250
المهدية,800000,60000
المهدية,880000,45000
المهدية,600000,31470
المهدية,320000,40000
المهدية,729904,20000
المهدية,1700000,37500
المهدية,1700000,37500
المهدية,1142000,20000
المهدية,500000,40000
المهدية,700000,40000
المهدية,1600000,31500
المهدية,687500,37500
المهدية,400000,25000
المهدية,420000,25000
المهدية,1150000,75000
المهدية,500000,45000
المهدية,400000,49905
المهدية,250000,37500
المهدية,1139000,45000
المهدية,800000,40000
المهدية,1050000,40000
المهدية,450000,45000
المهدية,739899,20000
المهدية,677357,45000
المهدية,750000,37500
المهدية,1000000,21485
المهدية,1300000,90000
المهدية,1750000,37500
المهدية,767924,20000
المهدية,300000,37500
المهدية,1300000,22500
المهدية,950000,47437
المهدية,350000,45000
المهدية,800000,41210
المهدية,860000,41515
المهدية,1250000,21979
المهدية,400000,41867
المهدية,750000,45000
المهدية,881787,26675
المهدية,700000,45000
المهدية,860000,45000
المهدية,1891220,24527
المهدية,790000,45729
المهدية,850000,45000
المهدية,1150000,46560
المهدية,400000,45000
المهدية,1500000,45000
المهدية,1250000,50000
المهدية,550000,45000
المهدية,600000,45026
المهدية,990000,45000
المهدية,962676,43758
المهدية,1136000,45000
المهدية,860000,47450
المهدية,500000,72000
المهدية,260000,40000
المهدية,400000,75000
المهدية,360000,72000
المهدية,260000,69000
المهدية,190000,60000
المونسية,1100000,38333
المونسية,1843750,62500
المونسية,1420097,30000
المونسية,1700000,29900
المونسية,1600000,35000
المونسية,1400000,32500
المونسية,870997,47500
المونسية,388060,20000
المونسية,600000,20000
المونسية,1124895,25000
المونسية,3300000,150000
المونسية,600000,20000
المونسية,600000,20000
المونسية,1350000,27300
المونسية,1650000,23400
المونسية,800000,50000
المونسية,1050000,32400
المونسية,1730000,62500
المونسية,7800000,93650
المونسية,1381029,35500
المونسية,1344000,48000
المونسية,1344000,48000
المونسية,1549800,54000
المونسية,1492400,52000
المونسية,1040000,49600
المونسية,1069572,32400
المونسية,1039734,42056
المونسية,1000000,41875
المونسية,2100000,47856
المونسية,1277000,51651
المونسية,981207,36341
المونسية,952317,35271
المونسية,964453,33257
المونسية,1008000,33600
المونسية,1540000,24000
المونسية,500000,27564
المونسية,1237000,24000
المونسية,936000,31200
المونسية,1000000,24000
المونسية,1070000,24000
المونسية,1265000,24000
المونسية,1330000,24000
المونسية,904800,31200
المونسية,904800,31200
المونسية,936000,31200
المونسية,889200,31200
المونسية,904800,31200
المونسية,904800,31200
المونسية,889200,31200
المونسية,1190000,38390
المونسية,1120000,35000
المونسية,1750000,27300
الناصرية,160000,18400
النخيل,1828752,42000
النخيل,1050000,28750
النخيل,11794744,226822
النخيل,6400000,113750
النخيل,3500000,31250
النخيل,4050000,75000
النخيل,2850000,75000
النخيل,2645000,50000
النخيل,4375000,87500
النخيل,4375000,87500
النخيل,1774714,31250
الندوة,407733,46500
الندى,3375000,75000
الندى,3510000,78000
الندى,3375000,75000
الندى,3510000,78000
الندى,2500000,62500
الندى,3360000,84000
الندى,1663718,29400
الندى,2145000,55000
الندى,1687500,37500
الندى,1725000,37500
الندى,1000000,37500
الندى,2028000,52000
الندى,2028000,52000
الندى,2230800,57200
الندى,1950000,50000
الندى,3750000,75000
الندى,3750000,75000
الندى,2412800,83200
النرجس,900000,30000
النرجس,25915281,1400826
النرجس,2772000,79200
النرجس,1443000,39000
النرجس,2495000,45000
النرجس,1659601,36000
النرجس,1665000,26250
النرجس,1260952,22500
النرجس,1250000,31250
النرجس,1250000,31250
النرجس,482903,21717
النرجس,2150000,29234
النرجس,5080000,127050
النرجس,2000000,75000
النرجس,1733613,45000
النرجس,1961559,40500
النرجس,1350000,45000
النرجس,6585425,188155
النرجس,1500000,31250
النرجس,1800000,31250
النرجس,4331250,112500
النرجس,1300000,22500
النرجس,1620000,45000
النرجس,1620000,45000
النرجس,1073963,37125
النرجس,529795,26400
النرجس,1029795,26410
النرجس,435600,23400
النرجس,1200000,31250
النرجس,930000,30000
النرجس,810000,30000
النرجس,1020000,30000
النرجس,2225000,37500
النرجس,1344000,42000
النرجس,2835000,90000
النرجس,2655000,90000
النرجس,1680000,52500
النرجس,1620000,45000
النرجس,1530000,45000
النرجس,1575000,45000
النرجس,2400000,29100
النرجس,2000000,22050
النرجس,900000,37500
النرجس,1335000,44500
النرجس,2300000,35000
النرجس,1479000,43500
النرجس,1332000,36000
النرجس,979200,28800
النرجس,1296000,40500
النرجس,2550024,70834
النرجس,2187500,62500
النرجس,2200000,31250
النرجس,5775000,165000
النرجس,1911260,32500
النرجس,1572853,26985
النرجس,982472,20000
النرجس,1612500,37500
النرجس,754656,61290
النرجس,2060000,33750
النرجس,5683000,58000
النرجس,2440000,38500
النرجس,4017000,52204
النرجس,1945593,40000
النرجس,1820000,37500
النرجس,767678,25000
النرجس,859804,25000
النرجس,1000000,30000
النرجس,2100000,33750
النرجس,1100000,30624
النرجس,1850000,27500
النرجس,1330216,30000
النرجس,1722000,30000
النرجس,1550000,30000
النرجس,1722000,30000
النرجس,2000000,30000
النرجس,1575000,27036
النرجس,1234000,30850
النرجس,1300000,25000
النرجس,1750000,32500
النرجس,1155326,30000
النرجس,982691,30000
النرجس,840657,38500
النرجس,1485000,45000
النرجس,1417521,39960
النرجس,1250057,33600
النرجس,3500000,52000
النرجس,1096710,45000
النرجس,1860000,60000
النرجس,2581250,73750
النرجس,2581250,73750
النرجس,2100000,60000
النرجس,2100000,60000
النرجس,1850000,29700
النرجس,1766038,32500
النرجس,1452898,35000
النرجس,845920,27000
النرجس,1451978,36400
النرجس,1023568,56000
النرجس,1417522,32400
النرجس,1518966,33600
النرجس,1242976,27000
النرجس,1257028,27000
النرجس,1500000,24555
النرجس,1880000,24555
النرجس,643523,28750
النرجس,1957680,48942
النرجس,747239,24010
النرجس,704000,32005
النرجس,840000,32030
النرجس,658041,24390
النرجس,658041,24390
النرجس,1519837,24390
النرجس,1102709,25000
النرجس,9196000,242000
النرجس,1390880,34772
النرجس,3960000,120017
النرجس,1146600,36400
النرجس,92333,41085
النرجس,778571,42615
النرجس,1454250,41550
النرجس,5880000,168000
النرجس,2558400,62400
النرجس,2558400,62400
النرجس,2558400,62400
النرجس,3650000,56988
النرجس,3680000,59978
النرجس,2289411,40000
النرجس,1698570,30425
النرجس,4200000,51600
النرجس,2600000,30000
النرجس,3984800,99620
النرجس,1215000,33750
النرجس,1181250,33750
النرجس,1181250,33750
النرجس,1181250,33750
النرجس,1181250,33750
النرجس,1181250,33750
النرجس,1930500,33750
النرجس,1181250,33750
النزهة,1900000,50000
النسيم,400000,38000
النسيم,1000000,37500
النسيم,876000,38000
النسيم,830000,36000
النسيم,1367607,37500
النسيم,678125,43750
النسيم,400000,43750
النسيم,600000,43750
النسيم,1000000,62500
النسيم,100000,31250
النسيم,650000,40000
النسيم,900000,50000
النسيم,800000,50000
النسيم,1100000,60000
النسيم,90000,30000
النسيم,711580,37500
النسيم,500000,37500
النسيم,1398510,70000
النسيم,300000,75000
النسيم,1300000,50000
النسيم,1618719,60500
النسيم,303376,60000
النسيم,447762,52800
النسيم,685932,57161
النسيم,1166361,46500
النسيم,860000,56250
النسيم,390000,30000
النسيم,200000,37500
النسيم,651707,18750
النسيم,975000,75000
النسيم,943630,37500
النسيم,830000,62500
النسيم,1800000,100000
النسيم,670000,45000
النسيم,300000,35000
النظيم,342934,45000
النظيم,100000,45000
النظيم,1036150,50000
النظيم,1260000,62500
النظيم,598000,35200
النظيم,1040823,42120
النظيم,571000,50600
النظيم,1300000,40000
النظيم,634400,66000
النظيم,230000,67500
النظيم,1000000,40000
النظيم,900000,62500
النظيم,1160229,29213
النظيم,100000,42000
النظيم,499000,42000
النظيم,100000,47600
النظيم,989048,29400
النظيم,800000,36551
النظيم,600000,62500
النظيم,300000,35750
النفل,301000,32400
النفل,3080000,70000
النفل,1750000,42500
النفل,1375200,36000
النفل,1375200,36000
النفل,1432500,37500
النفل,1518750,37500
النهضة,1535379,50000
النهضة,795000,50000
النهضة,1400000,55184
النهضة,2000000,90000
النهضة,1200000,35000
النهضة,1200000,35000
النهضة,2105400,87000
النهضة,814710,84000
النهضة,1665000,90000
النهضة,1197231,75000
النهضة,950000,38750
النهضة,730000,78000
النهضة,1000000,78000
النهضة,772000,37500
النهضة,962550,41850
النهضة,658125,33750
النهضة,820000,32400
النهضة,1035000,69000
النهضة,1035000,69000
النهضة,750000,60000
النهضة,1450000,41500
النهضة,1466589,37500
النهضة,275000,37500
النهضة,890000,30510
النهضة,1000000,39000
النهضة,4400000,120000
النهضة,862500,37500
النور,1050000,70000
النور,1042672,65167
النور,1033056,64566
النور,1050000,70000
النور,1050000,70000
الهدا,4000000,62770
الهدا,43199062,1570875
الهدا,17996370,514182
الواحة,1300000,52500
الواحة,1707684,50226
الوادي,1150000,31500
الوادي,482600,57200
الوادي,2150000,32500
الوادي,1872000,62400
الوادي,1716000,57200
الوادي,1750000,32400
الوادي,1450000,32400
الوادي,1875000,60000
الوادي,1875000,60000
الورود,2400000,75000
الورود,2250000,75000
الورود,2250000,75000
الورود,1400000,44625
الورود,800000,72600
الورود,3500000,90000
الورود,2280000,20800
الورود,8160000,163200
الورود,1600000,43200
الوزارات,200000,11250
الوزارات,250000,11250
الوزارات,250000,9750
الوزارات,350000,10000
الوسيطا,900000,36952
الوشام,2000000,86000
الوشام,700000,64000
الياسمين,3000000,66000
الياسمين,2000000,49500
الياسمين,2000000,50000
الياسمين,2145000,65000
الياسمين,1041579,57600
الياسمين,1397500,32500
الياسمين,2683020,34800
الياسمين,1842750,40500
الياسمين,1182158,36400
الياسمين,2400000,30000
الياسمين,2220000,30000
الياسمين,2240000,30000
الياسمين,3200000,40000
الياسمين,3250000,40000
الياسمين,1900000,51000
الياسمين,1450000,37500
الياسمين,2850000,38400
الياسمين,2700000,39600
الياسمين,2850000,38400
الياسمين,2700000,38400
الياسمين,2700000,38400
الياسمين,2700000,39600
الياسمين,1890000,35000
الياسمين,2300000,23206
الياسمين,1436000,31250
الياسمين,1161782,31800
الياسمين,1747200,36400
الياسمين,1747200,36400
الياسمين,1850640,36000
الياسمين,1421361,37500
الياسمين,2690000,37500
الياسمين,1470271,37500
الياسمين,914887,37500
الياسمين,1387619,22220
الياسمين,1338809,20000
الياسمين,3300000,50225
الياسمين,1924000,52000
الياسمين,1326000,33150
الياسمين,652470,22815
الياسمين,1310000,25000
الياسمين,2083333,50000
الياسمين,10416667,250000
الياسمين,2210000,52000
الياسمين,2562300,70230
الياسمين,1002122,49800
الياسمين,1707394,50967
اليرموك,980000,31250
اليرموك,680000,31250
اليرموك,1600000,25000
اليرموك,835600,22500
اليرموك,333750,31250
اليرموك,1680000,27600
اليرموك,1500000,40050
اليرموك,725034,31250
اليرموك,1350000,31250
اليرموك,1350000,62500
اليرموك,3300000,72000
اليرموك,8100000,116647
اليرموك,1732671,31250
اليرموك,90000,62500
اليرموك,1963506,45900
اليرموك,1500000,30000
اليرموك,2750000,96000
اليرموك,1575000,56250
اليرموك,1305000,40000
اليمامة,660000,81000
اليمامة,200000,27000
اليمامة,307000,30000
اليمامة,300000,30000
ام الحمام,1000000,28000
ام الحمام,400000,11700
ام الحمام,1200000,57500
ام الحمام,445000,27500
ام الحمام,610000,25000
ام الحمام,260000,23400
ام الحمام,1500000,53200
ام الحمام,4100000,32400
ام الحمام,760000,40000
ام الحمام,2200000,62500
ام الحمام,400000,15000
ام الحمام,215250,12000
ام سليم,90000,22687
بدر,400000,60000
بدر,900000,75000
بدر,950000,25000
بدر,1300000,75000
بدر,930000,60000
بدر,576137,46091
بدر,850000,52750
بدر,418000,33000
بدر,475000,33000
بدر,800000,24500
بدر,724447,36000
بدر,465500,35000
بدر,465500,35000
بدر,1240000,42000
بدر,194125,22625
بدر,282240,35208
بدر,386725,30938
بدر,1683662,134693
بنبان,1539679,9150000
بنبان,950000,73500
بنبان,1125000,187500
بنبان,4750000,1000000
بنبان,2550000,1000000
ثليم,900000,13312
ثليم,50000,7560
جبره,850000,15434
جرير,1600000,105000
جرير,455500,24990
جرير,620000,28900
جرير,1573110,112365
جرير,350000,62500
جرير,720000,24920
جرير,510000,15462
حطين,1740000,30000
حطين,1879084,32398
حطين,1615416,27852
حطين,2330000,33325
حطين,7300000,100000
حطين,4350000,45000
حطين,4500000,90000
حطين,9300000,106323
حطين,3726000,81000
حطين,3726000,81000
حطين,3726000,81000
حطين,3726000,81000
حطين,3726000,81000
حطين,3726000,81000
حطين,3726000,81000
حطين,3726000,81000
حطين,3726000,81000
حطين,3726000,81000
حطين,3756360,81660
حطين,3756360,81660
حطين,4540200,98700
حطين,6204940,134890
حطين,4140000,90000
حطين,5658000,123000
حطين,4140000,90000
حطين,5658000,123000
حطين,4140000,90000
حطين,5658000,123000
حطين,4416000,96000
حطين,6035200,131200
حطين,3000000,39900
حطين,5266440,175548
حطين,4588500,91770
حطين,1650000,50370
حطين,5500000,50370
خنشليلة,1075000,34500
خنشليلة,300000,43250
درة العروس,618295,77500
درة العروس,1162500,77500
درة العروس,381747,47850
دعكنة,330000,45000
ديراب,1100000,75000
ديراب,772583,25000
ديراب,1098000,25000
ديراب,1230000,36000
ديراب,1025796,37500
ديراب,1069029,31250
سلطانة,630000,48000
سلطانة,800000,31250
سلطانة,620000,29460
سلطانة,550000,40000
شبرا,725000,40000
شبرا,370000,30000
شبرا,605000,40000
شرق الرياض,350000,97580
شرق الرياض,400000,91800
شرق الرياض,370000,91800
شرق الرياض,390000,91800
شرق الرياض,375000,85050
شرق الرياض,370000,85050
شرق الرياض,350000,90000
شرق الرياض,350000,90000
شرق الرياض,370000,83600
شرق الرياض,400000,90000
شرق الرياض,350000,96000
شرق الرياض,450000,93000
شرق الرياض,450000,90000
شرق الرياض,510000,90000
شرق الرياض,500000,96252
شرق الرياض,310000,91800
شرق الرياض,300000,90100
شرق الرياض,360000,74850
شرق الرياض,360000,89900
شرق الرياض,350000,101500
شرق الرياض,330000,88400
شرق الرياض,200000,88400
شرق الرياض,400000,70300
شرق الرياض,400000,84000
شرق الرياض,370000,96000
شرق الرياض,330000,91800
شرق الرياض,363500,109888
شرق الرياض,251500,73712
شرق الرياض,350000,91800
شرق الرياض,330000,88400
شرق الرياض,380000,95200
شرق الرياض,420000,95200
شرق الرياض,350000,85050
شرق الرياض,500000,203500
شرق الرياض,500000,203500
شرق الرياض,500000,200000
شرق الرياض,500000,205000
شرق الرياض,500000,205000
شرق الرياض,500000,196406
شرق الرياض,600000,200000
شرق الرياض,500000,200000
شرق الرياض,500000,225000
شرق الرياض,500000,200000
شرق الرياض,450000,198945
شرق الرياض,475000,190000
شرق الرياض,475000,190000
شرق الرياض,475000,190000
شرق الرياض,475000,190000
شرق الرياض,600000,212106
شرق الرياض,600000,212106
شرق الرياض,500000,200000
شرق الرياض,700000,200000
شرق الرياض,500000,200000
شرق الرياض,22000,190000
شرق الرياض,400000,90000
شرق الرياض,550000,93600
شرق الرياض,550000,101400
شرق الرياض,500000,90000
شرق الرياض,500000,90000
شرق الرياض,455000,85650
شرق الرياض,200000,90000
شرق الرياض,450000,90000
شرق الرياض,450000,95100
شرق الرياض,450000,84000
شرق الرياض,250000,99000
شرق الرياض,390000,95200
شرق الرياض,520000,89680
شرق الرياض,500000,87516
شرق الرياض,550000,99000
شرق الرياض,233000,45000
شرق الرياض,200000,84000
شرق الرياض,180000,90000
شرق الرياض,230000,45000
شرق الرياض,250000,84000
شرق الرياض,320000,90000
شرق الرياض,45000,90000
شرق الرياض,288000,84000
شرق الرياض,330000,84000
شرق الرياض,286000,84000
شرق الرياض,330000,84000
شرق الرياض,286000,84000
شرق الرياض,340000,84000
شرق الرياض,244000,45000
شرق الرياض,350000,90000
شرق الرياض,400000,86400
شرق الرياض,325000,86400
شرق الرياض,250000,86400
شرق الرياض,250000,86400
شرق الرياض,390000,90000
شرق الرياض,250000,45000
شرق الرياض,445000,90000
شرق الرياض,300000,93600
شرق الرياض,450000,95400
شرق الرياض,450000,90000
شرق الرياض,460000,110999
شرق الرياض,500000,110999
شرق الرياض,530000,105000
شرق الرياض,400000,96000
شرق الرياض,200000,90000
شرق الرياض,395000,90000
شرق الرياض,480000,105000
شرق الرياض,360000,90000
شرق الرياض,370000,90000
شرق الرياض,430000,90000
شرق الرياض,440000,105000
شرق الرياض,380000,90000
شرق الرياض,350000,93000
شرق الرياض,430000,93000
شرق الرياض,360000,90000
شرق الرياض,390000,90000
شرق الرياض,380000,90000
شرق الرياض,330000,90000
شرق الرياض,350000,84000
شرق الرياض,350000,84000
شرق الرياض,350000,84000
شرق الرياض,320000,93600
شرق الرياض,365000,90000
شرق الرياض,450000,90000
شرق الرياض,475000,90000
شرق الرياض,475000,90000
شرق الرياض,450000,93000
شرق الرياض,360000,95700
شرق الرياض,360000,95700
شرق الرياض,327500,81000
شرق الرياض,420000,87000
شرق الرياض,400000,81000
شرق الرياض,400000,81000
شرق الرياض,390000,85294
شرق الرياض,200000,84000
شرق الرياض,332500,90000
شرق الرياض,375000,90000
شرق الرياض,400000,80640
شرق الرياض,400000,90000
شرق الرياض,500000,81000
شرق الرياض,100000,93000
